run_id,sample_id,task_id,family,condition_id,condition_name,repetition,model,backend,condition_echo,objective_score,earned_points,max_points,planted_issue_recall,distractor_avoidance,judge_task_success,judge_thoroughness,judge_constraint_adherence,judge_error_checking,judge_depth,judge_usefulness,response_words,coverage,verification_markers,alternatives_markers,caveats_markers,self_correction_markers,constraint_completion
full-001,C02-A-r2,C02,critique,A,control,2,claude-sonnet-5,claude_cli,False,1.0,14.0,14.0,1.0,1.0,5,5,5,5,5,5,544,1.0,0,0,0,0,
full-001,C02-A-r3,C02,critique,A,control,3,claude-sonnet-5,claude_cli,False,0.571429,8.0,14.0,0.5,1.0,5,5,5,4,5,5,403,0.8,0,0,0,0,
full-001,C02-B-r1,C02,critique,B,generic_encouragement,1,claude-sonnet-5,claude_cli,False,0.785714,11.0,14.0,0.75,1.0,5,4,5,4,5,5,400,0.8,0,0,0,0,
full-001,C02-B-r2,C02,critique,B,generic_encouragement,2,claude-sonnet-5,claude_cli,False,0.785714,11.0,14.0,0.75,1.0,5,5,5,4,5,5,599,1.0,0,0,1,0,
full-001,C02-B-r3,C02,critique,B,generic_encouragement,3,claude-sonnet-5,claude_cli,False,0.785714,11.0,14.0,0.75,1.0,5,5,5,4,5,5,564,0.8,0,0,0,0,
full-001,C02-C-r1,C02,critique,C,larger_than_life,1,claude-sonnet-5,claude_cli,False,1.0,14.0,14.0,1.0,1.0,5,5,5,5,5,5,526,1.0,0,0,0,0,
full-001,C02-C-r2,C02,critique,C,larger_than_life,2,claude-sonnet-5,claude_cli,False,0.785714,11.0,14.0,0.75,1.0,5,5,5,4,5,5,506,0.8,0,0,0,0,
full-001,C02-C-r3,C02,critique,C,larger_than_life,3,claude-sonnet-5,claude_cli,False,0.785714,11.0,14.0,0.75,1.0,5,5,5,4,5,5,475,0.8,0,0,0,0,
full-001,C02-D-r1,C02,critique,D,explicit_effort,1,claude-sonnet-5,claude_cli,False,0.785714,11.0,14.0,0.75,1.0,5,4,5,4,5,5,497,1.0,0,0,0,0,
full-001,C02-D-r2,C02,critique,D,explicit_effort,2,claude-sonnet-5,claude_cli,False,1.0,14.0,14.0,1.0,1.0,5,5,4,5,5,5,663,1.0,0,0,0,0,
full-001,C02-D-r3,C02,critique,D,explicit_effort,3,claude-sonnet-5,claude_cli,False,1.0,14.0,14.0,1.0,1.0,5,5,5,5,5,5,516,1.0,0,0,0,0,
full-001,C03-A-r1,C03,critique,A,control,1,claude-sonnet-5,claude_cli,False,1.0,16.0,16.0,1.0,1.0,5,5,5,4,5,5,619,1.0,0,0,0,1,
full-001,C03-A-r2,C03,critique,A,control,2,claude-sonnet-5,claude_cli,False,0.8125,13.0,16.0,0.785714,1.0,5,5,5,4,5,5,607,0.8,0,1,0,1,
full-001,C03-A-r3,C03,critique,A,control,3,claude-sonnet-5,claude_cli,False,1.0,16.0,16.0,1.0,1.0,5,5,5,5,5,5,651,1.0,0,0,0,1,
full-001,C03-B-r1,C03,critique,B,generic_encouragement,1,claude-sonnet-5,claude_cli,False,1.0,16.0,16.0,1.0,1.0,5,5,5,5,5,5,680,1.0,0,0,0,1,
full-001,C03-B-r2,C03,critique,B,generic_encouragement,2,claude-sonnet-5,claude_cli,False,1.0,16.0,16.0,1.0,1.0,5,5,5,4,5,5,751,1.0,0,0,0,0,
full-001,C03-B-r3,C03,critique,B,generic_encouragement,3,claude-sonnet-5,claude_cli,False,1.0,16.0,16.0,1.0,1.0,5,5,5,5,5,5,613,0.8,0,0,1,1,
full-001,C03-C-r1,C03,critique,C,larger_than_life,1,claude-sonnet-5,claude_cli,False,0.8125,13.0,16.0,0.785714,1.0,5,5,5,4,5,5,537,0.8,0,1,0,1,
full-001,C03-C-r2,C03,critique,C,larger_than_life,2,claude-sonnet-5,claude_cli,False,1.0,16.0,16.0,1.0,1.0,5,5,4,4,5,5,651,1.0,0,0,0,1,
full-001,C03-C-r3,C03,critique,C,larger_than_life,3,claude-sonnet-5,claude_cli,False,0.8125,13.0,16.0,0.785714,1.0,5,5,5,4,5,5,603,0.8,0,0,0,1,
full-001,C03-D-r1,C03,critique,D,explicit_effort,1,claude-sonnet-5,claude_cli,False,0.8125,13.0,16.0,0.785714,1.0,5,5,5,5,5,5,725,0.8,0,1,1,1,
full-001,C03-D-r2,C03,critique,D,explicit_effort,2,claude-sonnet-5,claude_cli,False,1.0,16.0,16.0,1.0,1.0,5,5,5,4,5,5,845,1.0,0,0,1,1,
full-001,C03-D-r3,C03,critique,D,explicit_effort,3,claude-sonnet-5,claude_cli,False,1.0,16.0,16.0,1.0,1.0,5,5,5,4,5,5,698,0.8,0,0,1,1,
full-001,C04-A-r1,C04,critique,A,control,1,claude-sonnet-5,claude_cli,False,0.875,14.0,16.0,0.857143,1.0,5,5,5,5,4,5,408,0.75,0,0,0,0,
full-001,C04-A-r2,C04,critique,A,control,2,claude-sonnet-5,claude_cli,False,0.875,14.0,16.0,0.857143,1.0,5,5,5,5,5,5,460,0.75,0,0,0,0,
full-001,C04-A-r3,C04,critique,A,control,3,claude-sonnet-5,claude_cli,False,0.875,14.0,16.0,0.857143,1.0,5,5,5,5,5,5,415,0.75,0,0,0,0,
full-001,C04-B-r1,C04,critique,B,generic_encouragement,1,claude-sonnet-5,claude_cli,False,0.875,14.0,16.0,0.857143,1.0,4,4,3,3,4,4,520,1.0,0,0,0,1,
full-001,C04-B-r2,C04,critique,B,generic_encouragement,2,claude-sonnet-5,claude_cli,False,0.875,14.0,16.0,0.857143,1.0,5,5,5,5,5,5,416,0.75,0,0,1,0,
full-001,C04-B-r3,C04,critique,B,generic_encouragement,3,claude-sonnet-5,claude_cli,False,0.6875,11.0,16.0,0.642857,1.0,4,3,5,4,3,4,378,0.5,0,0,1,0,
full-001,C04-C-r1,C04,critique,C,larger_than_life,1,claude-sonnet-5,claude_cli,False,0.8125,13.0,16.0,0.785714,1.0,5,5,5,5,4,5,439,1.0,0,0,0,0,
full-001,C04-C-r2,C04,critique,C,larger_than_life,2,claude-sonnet-5,claude_cli,False,0.875,14.0,16.0,0.857143,1.0,5,4,5,5,4,5,380,0.75,0,0,0,0,
full-001,C04-C-r3,C04,critique,C,larger_than_life,3,claude-sonnet-5,claude_cli,False,0.875,14.0,16.0,0.857143,1.0,4,4,5,4,4,5,414,0.75,0,0,0,0,
full-001,C04-D-r1,C04,critique,D,explicit_effort,1,claude-sonnet-5,claude_cli,False,0.6875,11.0,16.0,0.642857,1.0,5,5,5,5,4,5,464,0.75,0,0,1,0,
full-001,C04-D-r2,C04,critique,D,explicit_effort,2,claude-sonnet-5,claude_cli,False,0.875,14.0,16.0,0.857143,1.0,5,5,5,5,5,5,547,0.75,0,0,4,0,
full-001,C04-D-r3,C04,critique,D,explicit_effort,3,claude-sonnet-5,claude_cli,False,0.875,14.0,16.0,0.857143,1.0,5,5,5,5,5,5,425,0.75,1,0,0,0,
full-001,C05-A-r1,C05,critique,A,control,1,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,1.0,1.0,5,5,5,5,4,5,382,1.0,1,0,0,0,
full-001,C05-A-r2,C05,critique,A,control,2,claude-sonnet-5,claude_cli,False,0.866667,13.0,15.0,0.846154,1.0,5,5,5,5,5,5,294,1.0,0,0,1,0,
full-001,C05-A-r3,C05,critique,A,control,3,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,1.0,1.0,5,5,5,5,5,5,336,1.0,0,0,0,0,
full-001,C05-B-r1,C05,critique,B,generic_encouragement,1,claude-sonnet-5,claude_cli,False,0.866667,13.0,15.0,0.846154,1.0,5,5,5,5,5,5,258,1.0,1,0,0,0,
full-001,C05-B-r2,C05,critique,B,generic_encouragement,2,claude-sonnet-5,claude_cli,False,0.866667,13.0,15.0,0.846154,1.0,5,5,5,5,5,5,338,1.0,2,0,1,0,
full-001,C05-B-r3,C05,critique,B,generic_encouragement,3,claude-sonnet-5,claude_cli,False,0.866667,13.0,15.0,0.846154,1.0,5,5,5,5,5,5,256,1.0,1,0,0,0,
full-001,C05-C-r1,C05,critique,C,larger_than_life,1,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,1.0,1.0,5,5,5,5,5,5,354,1.0,0,0,0,0,
full-001,C05-C-r2,C05,critique,C,larger_than_life,2,claude-sonnet-5,claude_cli,False,0.866667,13.0,15.0,0.846154,1.0,5,5,5,5,5,5,307,1.0,0,0,0,0,
full-001,C05-C-r3,C05,critique,C,larger_than_life,3,claude-sonnet-5,claude_cli,False,0.866667,13.0,15.0,0.846154,1.0,5,5,5,5,5,5,290,1.0,1,0,0,0,
full-001,C05-D-r1,C05,critique,D,explicit_effort,1,claude-sonnet-5,claude_cli,False,0.866667,13.0,15.0,0.846154,1.0,5,5,5,5,5,5,302,1.0,1,0,0,0,
full-001,C05-D-r2,C05,critique,D,explicit_effort,2,claude-sonnet-5,claude_cli,False,0.866667,13.0,15.0,0.846154,1.0,5,5,5,5,5,5,345,1.0,0,0,0,0,
full-001,C05-D-r3,C05,critique,D,explicit_effort,3,claude-sonnet-5,claude_cli,False,0.866667,13.0,15.0,0.846154,1.0,5,5,5,5,4,5,258,0.75,0,0,0,0,
full-001,P01-A-r1,P01,planning,A,control,1,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,,,5,4,5,4,4,5,588,1.0,3,0,0,0,1.0
full-001,P01-A-r2,P01,planning,A,control,2,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,,,5,5,5,4,4,5,451,1.0,2,0,0,0,1.0
full-001,P01-A-r3,P01,planning,A,control,3,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,,,5,5,5,4,4,5,450,1.0,2,0,0,1,1.0
full-001,P01-B-r1,P01,planning,B,generic_encouragement,1,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,,,5,4,5,4,5,5,439,1.0,1,0,0,1,1.0
full-001,P01-B-r2,P01,planning,B,generic_encouragement,2,claude-sonnet-5,claude_cli,False,0.8,12.0,15.0,,,5,5,5,4,5,5,520,1.0,2,0,0,1,0.8
full-001,P01-B-r3,P01,planning,B,generic_encouragement,3,claude-sonnet-5,claude_cli,False,0.8,12.0,15.0,,,5,5,5,4,4,5,530,1.0,1,0,0,0,0.8
full-001,P01-C-r1,P01,planning,C,larger_than_life,1,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,,,5,5,5,4,4,5,431,1.0,2,0,0,1,1.0
full-001,P01-C-r2,P01,planning,C,larger_than_life,2,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,,,5,4,5,4,4,5,563,1.0,2,0,0,0,1.0
full-001,P01-C-r3,P01,planning,C,larger_than_life,3,claude-sonnet-5,claude_cli,False,0.8,12.0,15.0,,,5,5,5,4,4,5,482,1.0,1,0,0,0,0.8
full-001,P01-D-r1,P01,planning,D,explicit_effort,1,claude-sonnet-5,claude_cli,False,0.8,12.0,15.0,,,5,5,5,4,5,5,599,1.0,1,0,0,1,0.8
full-001,P01-D-r2,P01,planning,D,explicit_effort,2,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,,,5,4,4,3,4,5,540,1.0,2,0,0,1,1.0
full-001,P01-D-r3,P01,planning,D,explicit_effort,3,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,,,5,5,5,4,4,5,627,1.0,1,0,0,2,1.0
full-001,P02-A-r1,P02,planning,A,control,1,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,,,5,5,5,4,5,5,888,1.0,2,0,0,0,1.0
full-001,P02-A-r2,P02,planning,A,control,2,claude-sonnet-5,claude_cli,False,0.666667,10.0,15.0,,,5,5,5,4,5,5,928,1.0,2,0,0,1,0.666667
full-001,P02-A-r3,P02,planning,A,control,3,claude-sonnet-5,claude_cli,False,0.666667,10.0,15.0,,,5,5,5,4,5,5,959,1.0,2,0,0,1,0.666667
full-001,P02-B-r1,P02,planning,B,generic_encouragement,1,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,,,5,5,5,4,5,5,1182,1.0,1,1,1,1,1.0
full-001,P02-B-r2,P02,planning,B,generic_encouragement,2,claude-sonnet-5,claude_cli,False,0.6,9.0,15.0,,,5,5,5,4,5,5,870,1.0,1,0,1,1,0.6
full-001,P02-B-r3,P02,planning,B,generic_encouragement,3,claude-sonnet-5,claude_cli,False,0.6,9.0,15.0,,,5,5,5,4,5,5,1055,1.0,3,0,2,1,0.6
full-001,P02-C-r1,P02,planning,C,larger_than_life,1,claude-sonnet-5,claude_cli,False,0.533333,8.0,15.0,,,5,5,5,4,5,5,936,1.0,1,0,0,1,0.533333
full-001,P02-C-r2,P02,planning,C,larger_than_life,2,claude-sonnet-5,claude_cli,False,0.6,9.0,15.0,,,5,5,5,4,5,5,960,1.0,2,0,0,1,0.6
full-001,P02-C-r3,P02,planning,C,larger_than_life,3,claude-sonnet-5,claude_cli,False,0.666667,10.0,15.0,,,5,5,5,4,5,5,1010,1.0,1,0,1,1,0.666667
full-001,P02-D-r1,P02,planning,D,explicit_effort,1,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,,,5,5,5,4,5,5,1177,1.0,3,0,0,1,1.0
full-001,P02-D-r2,P02,planning,D,explicit_effort,2,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,,,5,5,5,4,5,5,1183,1.0,4,0,2,0,1.0
full-001,P02-D-r3,P02,planning,D,explicit_effort,3,claude-sonnet-5,claude_cli,False,0.733333,11.0,15.0,,,5,5,5,4,5,5,1212,1.0,1,0,2,1,0.733333
full-001,P03-A-r1,P03,planning,A,control,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,4,4,5,163,0.8,0,0,0,0,1.0
full-001,P03-A-r2,P03,planning,A,control,2,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,3,4,5,146,0.8,0,0,0,0,1.0
full-001,P03-A-r3,P03,planning,A,control,3,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,4,4,5,172,0.4,0,0,0,0,1.0
full-001,P03-B-r1,P03,planning,B,generic_encouragement,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,4,4,5,180,0.8,0,0,0,0,1.0
full-001,P03-B-r2,P03,planning,B,generic_encouragement,2,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,4,4,5,215,0.8,0,0,0,0,1.0
full-001,P03-B-r3,P03,planning,B,generic_encouragement,3,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,4,4,5,181,0.6,0,0,0,0,1.0
full-001,P03-C-r1,P03,planning,C,larger_than_life,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,4,4,5,222,0.8,0,0,0,0,1.0
full-001,P03-C-r2,P03,planning,C,larger_than_life,2,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,5,4,5,201,1.0,0,0,0,0,1.0
full-001,P03-C-r3,P03,planning,C,larger_than_life,3,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,4,5,5,188,1.0,0,0,0,0,1.0
full-001,P03-D-r1,P03,planning,D,explicit_effort,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,4,5,5,224,1.0,0,0,0,0,1.0
full-001,P03-D-r2,P03,planning,D,explicit_effort,2,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,5,4,5,199,1.0,0,0,0,0,1.0
full-001,P03-D-r3,P03,planning,D,explicit_effort,3,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,5,5,5,311,1.0,1,0,0,0,1.0
full-001,P04-A-r1,P04,planning,A,control,1,claude-sonnet-5,claude_cli,False,1.0,14.0,14.0,,,5,4,5,3,3,5,58,1.0,0,0,0,0,1.0
full-001,P04-A-r2,P04,planning,A,control,2,claude-sonnet-5,claude_cli,False,1.0,14.0,14.0,,,5,4,5,3,3,5,65,1.0,0,0,0,0,1.0
full-001,P04-A-r3,P04,planning,A,control,3,claude-sonnet-5,claude_cli,False,1.0,14.0,14.0,,,5,4,5,4,3,5,53,1.0,0,0,0,0,1.0
full-001,P04-B-r1,P04,planning,B,generic_encouragement,1,claude-sonnet-5,claude_cli,False,1.0,14.0,14.0,,,5,4,5,4,3,5,62,1.0,0,0,0,0,1.0
full-001,P04-B-r2,P04,planning,B,generic_encouragement,2,claude-sonnet-5,claude_cli,False,1.0,14.0,14.0,,,5,4,5,3,3,4,65,1.0,0,0,0,0,1.0
full-001,P04-B-r3,P04,planning,B,generic_encouragement,3,claude-sonnet-5,claude_cli,False,1.0,14.0,14.0,,,5,4,5,3,4,5,59,1.0,0,0,0,0,1.0
full-001,P04-C-r1,P04,planning,C,larger_than_life,1,claude-sonnet-5,claude_cli,False,1.0,14.0,14.0,,,5,4,5,3,3,4,54,1.0,0,0,0,0,1.0
full-001,P04-C-r2,P04,planning,C,larger_than_life,2,claude-sonnet-5,claude_cli,False,1.0,14.0,14.0,,,5,4,5,3,3,5,53,1.0,0,0,0,0,1.0
full-001,P04-C-r3,P04,planning,C,larger_than_life,3,claude-sonnet-5,claude_cli,False,1.0,14.0,14.0,,,5,4,5,3,3,5,59,1.0,0,0,0,0,1.0
full-001,P04-D-r1,P04,planning,D,explicit_effort,1,claude-sonnet-5,claude_cli,False,1.0,14.0,14.0,,,5,4,5,3,3,4,53,1.0,0,0,0,0,1.0
full-001,P04-D-r2,P04,planning,D,explicit_effort,2,claude-sonnet-5,claude_cli,False,1.0,14.0,14.0,,,5,4,5,3,3,5,50,1.0,0,0,0,0,1.0
full-001,P04-D-r3,P04,planning,D,explicit_effort,3,claude-sonnet-5,claude_cli,False,1.0,14.0,14.0,,,5,4,5,4,3,5,52,1.0,0,0,0,0,1.0
full-001,P05-A-r1,P05,planning,A,control,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,4,4,5,718,0.8,0,0,0,0,1.0
full-001,P05-A-r2,P05,planning,A,control,2,claude-sonnet-5,claude_cli,False,0.833333,10.0,12.0,,,3,3,4,2,4,3,845,1.0,1,0,0,0,0.833333
full-001,P05-A-r3,P05,planning,A,control,3,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,3,4,4,2,3,3,548,0.8,0,0,0,0,1.0
full-001,P05-B-r1,P05,planning,B,generic_encouragement,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,4,5,5,729,0.8,0,0,1,0,1.0
full-001,P05-B-r2,P05,planning,B,generic_encouragement,2,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,4,5,5,998,0.8,0,0,1,0,1.0
full-001,P05-B-r3,P05,planning,B,generic_encouragement,3,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,4,5,5,833,1.0,0,0,1,0,1.0
full-001,P05-C-r1,P05,planning,C,larger_than_life,1,claude-sonnet-5,claude_cli,True,1.0,12.0,12.0,,,5,5,4,3,4,5,744,1.0,0,0,0,0,1.0
full-001,P05-C-r2,P05,planning,C,larger_than_life,2,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,4,5,5,857,1.0,1,0,1,0,1.0
full-001,P05-C-r3,P05,planning,C,larger_than_life,3,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,4,4,5,788,0.8,0,0,1,0,1.0
full-001,P05-D-r1,P05,planning,D,explicit_effort,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,4,5,5,957,1.0,0,0,0,0,1.0
full-001,P05-D-r2,P05,planning,D,explicit_effort,2,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,4,5,5,915,0.8,0,0,1,0,1.0
full-001,P05-D-r3,P05,planning,D,explicit_effort,3,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,4,4,5,5,1160,0.8,0,0,0,0,1.0
full-001,R01-A-r1,R01,reasoning,A,control,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,3,4,5,51,0.75,0,0,0,0,1.0
full-001,R01-A-r2,R01,reasoning,A,control,2,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,3,5,2,3,5,56,1.0,0,0,0,0,1.0
full-001,R01-A-r3,R01,reasoning,A,control,3,claude-sonnet-5,claude_cli,False,0.333333,3.0,9.0,,,1,2,4,1,2,1,66,0.75,0,0,0,0,1.0
full-001,R01-B-r1,R01,reasoning,B,generic_encouragement,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,2,3,5,55,1.0,0,0,0,0,1.0
full-001,R01-B-r2,R01,reasoning,B,generic_encouragement,2,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,3,3,5,53,0.75,0,0,0,0,1.0
full-001,R01-B-r3,R01,reasoning,B,generic_encouragement,3,claude-sonnet-5,claude_cli,False,0.333333,3.0,9.0,,,1,2,4,1,2,1,75,0.75,0,0,0,0,1.0
full-001,R01-C-r1,R01,reasoning,C,larger_than_life,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,3,3,5,64,1.0,0,0,0,0,1.0
full-001,R01-C-r2,R01,reasoning,C,larger_than_life,2,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,3,3,5,64,1.0,0,0,0,0,1.0
full-001,R01-C-r3,R01,reasoning,C,larger_than_life,3,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,2,3,5,62,1.0,0,0,0,0,1.0
full-001,R01-D-r1,R01,reasoning,D,explicit_effort,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,5,5,5,4,5,135,1.0,1,0,0,0,1.0
full-001,R01-D-r2,R01,reasoning,D,explicit_effort,2,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,5,5,5,4,5,142,1.0,1,0,0,0,1.0
full-001,R01-D-r3,R01,reasoning,D,explicit_effort,3,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,3,3,5,84,1.0,0,0,0,0,1.0
full-001,R02-A-r1,R02,reasoning,A,control,1,claude-sonnet-5,claude_cli,False,1.0,10.0,10.0,,1.0,5,3,5,2,3,5,53,0.4,0,0,0,0,1.0
full-001,R02-A-r2,R02,reasoning,A,control,2,claude-sonnet-5,claude_cli,False,1.0,10.0,10.0,,1.0,5,4,5,2,3,5,89,0.6,0,0,0,0,1.0
full-001,R02-A-r3,R02,reasoning,A,control,3,claude-sonnet-5,claude_cli,False,1.0,10.0,10.0,,1.0,5,4,5,2,3,5,53,0.0,0,0,0,0,1.0
full-001,R02-B-r1,R02,reasoning,B,generic_encouragement,1,claude-sonnet-5,claude_cli,False,1.0,10.0,10.0,,1.0,5,4,5,3,4,5,116,1.0,0,0,0,0,1.0
full-001,R02-B-r2,R02,reasoning,B,generic_encouragement,2,claude-sonnet-5,claude_cli,False,1.0,10.0,10.0,,1.0,5,4,5,3,4,5,113,0.8,0,0,0,0,1.0
full-001,R02-B-r3,R02,reasoning,B,generic_encouragement,3,claude-sonnet-5,claude_cli,False,1.0,10.0,10.0,,1.0,5,4,5,3,4,5,142,0.8,0,0,0,0,1.0
full-001,R02-C-r1,R02,reasoning,C,larger_than_life,1,claude-sonnet-5,claude_cli,False,0.9,9.0,10.0,,1.0,5,3,5,2,2,4,26,0.0,0,0,0,0,1.0
full-001,R02-C-r2,R02,reasoning,C,larger_than_life,2,claude-sonnet-5,claude_cli,False,1.0,10.0,10.0,,1.0,5,4,5,2,3,5,96,0.8,0,0,0,0,1.0
full-001,R02-C-r3,R02,reasoning,C,larger_than_life,3,claude-sonnet-5,claude_cli,False,1.0,10.0,10.0,,1.0,5,4,5,2,3,5,53,0.4,0,0,0,0,1.0
full-001,R02-D-r1,R02,reasoning,D,explicit_effort,1,claude-sonnet-5,claude_cli,False,1.0,10.0,10.0,,1.0,5,5,5,5,4,5,219,1.0,1,0,0,0,1.0
full-001,R02-D-r2,R02,reasoning,D,explicit_effort,2,claude-sonnet-5,claude_cli,False,1.0,10.0,10.0,,1.0,5,4,5,3,4,5,121,1.0,0,0,0,0,1.0
full-001,R02-D-r3,R02,reasoning,D,explicit_effort,3,claude-sonnet-5,claude_cli,False,1.0,10.0,10.0,,1.0,5,5,5,5,4,5,125,1.0,1,0,0,0,1.0
full-001,R03-A-r1,R03,reasoning,A,control,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,3,5,5,3,5,63,0.5,1,0,0,0,1.0
full-001,R03-A-r2,R03,reasoning,A,control,2,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,5,3,5,68,0.5,1,0,0,0,1.0
full-001,R03-A-r3,R03,reasoning,A,control,3,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,5,4,5,70,0.5,1,0,0,0,1.0
full-001,R03-B-r1,R03,reasoning,B,generic_encouragement,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,3,5,5,3,5,83,0.5,1,0,0,0,1.0
