run_id,sample_id,task_id,family,condition_id,condition_name,repetition,model,backend,condition_echo,objective_score,earned_points,max_points,planted_issue_recall,distractor_avoidance,judge_task_success,judge_thoroughness,judge_constraint_adherence,judge_error_checking,judge_depth,judge_usefulness,response_words,coverage,verification_markers,alternatives_markers,caveats_markers,self_correction_markers,constraint_completion
pilot-001,P03-B-r2,P03,planning,B,generic_encouragement,2,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,3,4,5,102,0.8,0,0,0,0,1.0
pilot-001,P03-C-r1,P03,planning,C,larger_than_life,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,3,4,5,106,0.8,0,0,0,1,1.0
pilot-001,P03-C-r2,P03,planning,C,larger_than_life,2,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,4,5,4,4,5,156,0.8,0,0,0,0,1.0
pilot-001,P03-D-r1,P03,planning,D,explicit_effort,1,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,5,5,5,324,0.8,1,0,0,0,1.0
pilot-001,P03-D-r2,P03,planning,D,explicit_effort,2,claude-sonnet-5,claude_cli,False,1.0,12.0,12.0,,,5,5,5,4,5,5,255,1.0,0,0,0,0,1.0
pilot-001,R01-A-r1,R01,reasoning,A,control,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,3,3,5,83,1.0,0,0,0,0,1.0
pilot-001,R01-A-r2,R01,reasoning,A,control,2,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,2,3,5,77,1.0,0,0,0,0,1.0
pilot-001,R01-B-r1,R01,reasoning,B,generic_encouragement,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,3,3,5,63,1.0,0,0,0,0,1.0
pilot-001,R01-B-r2,R01,reasoning,B,generic_encouragement,2,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,2,3,5,87,1.0,0,0,0,0,1.0
pilot-001,R01-C-r1,R01,reasoning,C,larger_than_life,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,3,3,5,79,1.0,0,0,0,0,1.0
pilot-001,R01-C-r2,R01,reasoning,C,larger_than_life,2,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,3,3,5,53,1.0,0,0,0,0,1.0
pilot-001,R01-D-r1,R01,reasoning,D,explicit_effort,1,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,4,5,3,4,5,113,1.0,0,0,0,0,1.0
pilot-001,R01-D-r2,R01,reasoning,D,explicit_effort,2,claude-sonnet-5,claude_cli,False,1.0,9.0,9.0,,,5,5,5,5,4,5,164,1.0,0,0,0,0,1.0
pilot-001,W01-A-r1,W01,writing,A,control,1,claude-sonnet-5,claude_cli,False,0.733333,11.0,15.0,,,2,4,2,1,3,3,185,1.0,0,0,0,0,0.733333
pilot-001,W01-A-r2,W01,writing,A,control,2,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,,,5,4,5,3,3,4,167,1.0,0,0,0,0,1.0
pilot-001,W01-B-r1,W01,writing,B,generic_encouragement,1,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,,,5,4,5,3,3,5,160,1.0,0,0,0,0,1.0
pilot-001,W01-B-r2,W01,writing,B,generic_encouragement,2,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,,,5,4,5,4,4,5,163,1.0,0,0,0,0,1.0
pilot-001,W01-C-r1,W01,writing,C,larger_than_life,1,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,,,5,4,5,4,4,5,164,1.0,0,0,0,0,1.0
pilot-001,W01-C-r2,W01,writing,C,larger_than_life,2,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,,,5,4,5,4,4,5,163,1.0,0,0,0,0,1.0
pilot-001,W01-D-r1,W01,writing,D,explicit_effort,1,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,,,5,5,5,4,4,5,156,1.0,0,0,0,0,1.0
pilot-001,W01-D-r2,W01,writing,D,explicit_effort,2,claude-sonnet-5,claude_cli,False,1.0,15.0,15.0,,,5,4,5,4,4,5,161,1.0,0,0,0,0,1.0
